team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,year
Collingwood,13.0,9.0,13.0,12.0,10.0,8.0,7.0,5.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,,2012
West Coast,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,2012
Geelong,11.0,10.0,11.0,10.0,8.0,6.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,,2012
Fremantle,8.0,11.0,9.0,6.0,9.0,7.0,6.0,8.0,10.0,11.0,10.0,11.0,12.0,13.0,12.0,10.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,,2012
North Melbourne,10.0,6.0,6.0,8.0,7.0,10.0,11.0,12.0,11.0,12.0,12.0,12.0,11.0,8.0,11.0,9.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,,2012
St Kilda,12.0,7.0,5.0,7.0,6.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,11.0,9.0,9.0,,2012
Carlton,4.0,2.0,2.0,4.0,3.0,2.0,4.0,7.0,6.0,7.0,9.0,9.0,9.0,10.0,9.0,12.0,11.0,11.0,11.0,11.0,9.0,10.0,10.0,,2012
Essendon,9.0,5.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,6.0,3.0,4.0,6.0,6.0,6.0,7.0,8.0,8.0,10.0,11.0,11.0,,2012
Richmond,15.0,15.0,10.0,13.0,14.0,12.0,12.0,13.0,12.0,10.0,11.0,10.0,10.0,11.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,2012
Brisbane Lions,5.0,13.0,14.0,11.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,2012
Port Adelaide,7.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,15.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,2012
Western Bulldogs,16.0,14.0,15.0,15.0,13.0,13.0,13.0,11.0,13.0,15.0,15.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,2012
Melbourne,14.0,16.0,17.0,16.0,16.0,17.0,18.0,18.0,18.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,2012
Gold Coast,17.0,17.0,16.0,17.0,17.0,16.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0,,2012
Greater Western Sydney,18.0,18.0,18.0,18.0,18.0,18.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,,2012
Collingwood,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2011
Geelong,7.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2011
Hawthorn,14.0,9.0,7.0,3.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2011
West Coast,5.0,3.0,9.0,10.0,10.0,7.0,10.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2011
Carlton,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2011
St Kilda,11.0,11.0,12.0,13.0,11.0,13.0,14.0,15.0,13.0,11.0,11.0,9.0,12.0,13.0,12.0,11.0,10.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,2011
Sydney,8.0,5.0,3.0,8.0,8.0,9.0,8.0,6.0,8.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,2011
Essendon,1.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,7.0,8.0,8.0,10.0,8.0,8.0,7.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,2011
North Melbourne,13.0,16.0,15.0,16.0,17.0,14.0,15.0,13.0,14.0,14.0,12.0,12.0,11.0,9.0,10.0,12.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,2011
Western Bulldogs,17.0,8.0,5.0,9.0,9.0,11.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,12.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,11.0,13.0,10.0,2011
Fremantle,6.0,10.0,8.0,4.0,3.0,4.0,6.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,9.0,9.0,10.0,10.0,11.0,2011
Richmond,15.0,12.0,13.0,14.0,12.0,10.0,9.0,10.0,9.0,9.0,10.0,11.0,10.0,11.0,13.0,13.0,13.0,13.0,13.0,14.0,13.0,12.0,11.0,12.0,2011
Melbourne,9.0,13.0,10.0,7.0,7.0,8.0,7.0,9.0,10.0,10.0,9.0,10.0,9.0,8.0,9.0,10.0,9.0,11.0,11.0,11.0,11.0,13.0,12.0,13.0,2011
Adelaide,4.0,7.0,11.0,11.0,13.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,2011
Brisbane Lions,12.0,15.0,14.0,15.0,16.0,17.0,17.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2011
Port Adelaide,16.0,14.0,16.0,12.0,14.0,15.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,2011
Gold Coast,10.0,17.0,17.0,17.0,15.0,16.0,13.0,14.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,2011
Collingwood,5.0,5.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2010
Geelong,6.0,4.0,6.0,4.0,7.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2010
St Kilda,8.0,1.0,1.0,1.0,2.0,3.0,5.0,7.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,2010
Western Bulldogs,12.0,10.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,2010
Sydney,9.0,9.0,4.0,3.0,1.0,1.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,5.0,5.0,,,2010
Fremantle,2.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,,,2010
Hawthorn,1.0,7.0,9.0,11.0,12.0,13.0,14.0,14.0,13.0,11.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,,,2010
Carlton,3.0,8.0,10.0,7.0,6.0,9.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,,,2010
North Melbourne,10.0,15.0,13.0,14.0,11.0,11.0,11.0,10.0,12.0,13.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,2010
Port Adelaide,7.0,6.0,8.0,10.0,10.0,7.0,6.0,8.0,8.0,10.0,11.0,12.0,12.0,13.0,14.0,14.0,13.0,13.0,13.0,12.0,10.0,10.0,,,2010
Adelaide,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,,,2010
Melbourne,16.0,12.0,11.0,9.0,9.0,10.0,10.0,11.0,9.0,12.0,13.0,13.0,13.0,14.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,12.0,,,2010
Brisbane Lions,4.0,3.0,3.0,2.0,5.0,6.0,9.0,9.0,11.0,9.0,10.0,11.0,11.0,11.0,12.0,13.0,14.0,15.0,14.0,14.0,13.0,13.0,,,2010
Essendon,11.0,13.0,12.0,13.0,14.0,12.0,12.0,12.0,10.0,8.0,9.0,10.0,10.0,12.0,13.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,,,2010
Richmond,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,,,2010
West Coast,13.0,11.0,14.0,12.0,13.0,14.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,2010
St Kilda,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2009
Geelong,7.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2009
Western Bulldogs,2.0,2.0,2.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,,,2009
Collingwood,9.0,5.0,9.0,6.0,8.0,5.0,8.0,11.0,10.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,,2009
Adelaide,8.0,12.0,8.0,12.0,7.0,11.0,12.0,12.0,11.0,11.0,9.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,5.0,,,2009
Brisbane Lions,6.0,11.0,6.0,8.0,13.0,9.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,,,2009
Carlton,1.0,1.0,4.0,5.0,3.0,4.0,7.0,6.0,9.0,5.0,4.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,,,2009
Essendon,14.0,9.0,7.0,9.0,6.0,10.0,5.0,8.0,4.0,9.0,11.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,,,2009
Hawthorn,10.0,13.0,10.0,13.0,9.0,8.0,9.0,7.0,7.0,8.0,7.0,9.0,9.0,11.0,10.0,10.0,9.0,10.0,11.0,11.0,9.0,9.0,,,2009
Port Adelaide,3.0,10.0,5.0,4.0,5.0,3.0,4.0,4.0,8.0,10.0,8.0,10.0,10.0,9.0,9.0,9.0,10.0,8.0,8.0,9.0,10.0,10.0,,,2009
West Coast,11.0,6.0,13.0,10.0,11.0,12.0,11.0,10.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,13.0,14.0,13.0,12.0,12.0,12.0,11.0,,,2009
Sydney,12.0,8.0,11.0,7.0,10.0,7.0,10.0,9.0,5.0,7.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,12.0,,,2009
North Melbourne,4.0,7.0,12.0,11.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,13.0,14.0,13.0,13.0,13.0,13.0,,,2009
Fremantle,15.0,14.0,14.0,16.0,16.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0,,,2009
Richmond,16.0,16.0,16.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,12.0,12.0,14.0,14.0,15.0,15.0,,,2009
Melbourne,13.0,15.0,15.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,,,2009
Geelong,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2008
Hawthorn,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,,2008
Western Bulldogs,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,,2008
St Kilda,7.0,4.0,7.0,10.0,7.0,9.0,5.0,9.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,7.0,4.0,,,2008
Adelaide,9.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,9.0,7.0,6.0,6.0,5.0,6.0,5.0,,,2008
Sydney,10.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,6.0,,,2008
North Melbourne,15.0,9.0,10.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,9.0,8.0,10.0,9.0,8.0,5.0,5.0,5.0,4.0,4.0,7.0,,,2008
Collingwood,4.0,7.0,6.0,5.0,9.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,8.0,7.0,7.0,5.0,8.0,,,2008
Richmond,3.0,8.0,12.0,8.0,8.0,10.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,9.0,9.0,,,2008
Brisbane Lions,12.0,10.0,11.0,9.0,10.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,9.0,9.0,9.0,10.0,10.0,,,2008
Carlton,14.0,14.0,14.0,12.0,11.0,11.0,11.0,11.0,9.0,11.0,10.0,8.0,10.0,9.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,,,2008
Essendon,2.0,11.0,8.0,11.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,2008
Port Adelaide,11.0,15.0,15.0,15.0,13.0,12.0,9.0,10.0,12.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0,,,2008
Fremantle,13.0,13.0,9.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,14.0,14.0,,,2008
West Coast,5.0,12.0,13.0,14.0,15.0,15.0,15.0,15.0,13.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,2008
Melbourne,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,2008
Geelong,13.0,5.0,2.0,6.0,10.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2007
Port Adelaide,6.0,3.0,10.0,4.0,2.0,2.0,1.0,2.0,7.0,7.0,10.0,8.0,6.0,9.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,,,2007
West Coast,8.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,,,2007
Kangaroos,10.0,13.0,13.0,14.0,11.0,10.0,7.0,6.0,6.0,8.0,6.0,9.0,7.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,,,2007
Hawthorn,16.0,8.0,8.0,5.0,8.0,5.0,8.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,5.0,,,2007
Collingwood,7.0,9.0,9.0,9.0,7.0,4.0,3.0,7.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,,,2007
Sydney,9.0,6.0,4.0,8.0,3.0,7.0,11.0,9.0,8.0,9.0,7.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,,,2007
Adelaide,14.0,7.0,5.0,3.0,4.0,8.0,5.0,4.0,3.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,12.0,11.0,11.0,10.0,8.0,8.0,,,2007
St Kilda,2.0,11.0,6.0,10.0,13.0,11.0,9.0,12.0,13.0,13.0,14.0,12.0,12.0,12.0,11.0,11.0,9.0,9.0,9.0,8.0,9.0,9.0,,,2007
Brisbane Lions,1.0,1.0,3.0,7.0,6.0,3.0,6.0,11.0,12.0,11.0,12.0,13.0,13.0,13.0,12.0,12.0,11.0,8.0,8.0,9.0,10.0,10.0,,,2007
Fremantle,11.0,14.0,14.0,13.0,12.0,13.0,13.0,13.0,11.0,12.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,12.0,13.0,11.0,11.0,,,2007
Essendon,3.0,2.0,7.0,2.0,5.0,9.0,12.0,10.0,9.0,6.0,4.0,6.0,5.0,8.0,10.0,10.0,8.0,12.0,13.0,11.0,12.0,12.0,,,2007
Western Bulldogs,4.0,10.0,12.0,11.0,9.0,12.0,10.0,8.0,10.0,10.0,9.0,7.0,9.0,7.0,7.0,7.0,10.0,10.0,10.0,12.0,13.0,13.0,,,2007
Melbourne,15.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,,,2007
Carlton,5.0,12.0,11.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,,,2007
Richmond,12.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,2007
West Coast,7.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,2006
Adelaide,4.0,4.0,6.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2006
Fremantle,9.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,8.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,6.0,4.0,3.0,3.0,,,2006
Sydney,12.0,14.0,12.0,12.0,9.0,8.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,6.0,4.0,3.0,5.0,5.0,4.0,,,2006
Collingwood,13.0,7.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,6.0,7.0,6.0,6.0,5.0,,,2006
St Kilda,10.0,9.0,7.0,7.0,8.0,7.0,10.0,8.0,5.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,7.0,7.0,6.0,,,2006
Melbourne,11.0,15.0,15.0,13.0,10.0,9.0,7.0,6.0,7.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,7.0,,,2006
Western Bulldogs,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,,,2006
Richmond,16.0,16.0,16.0,16.0,12.0,10.0,11.0,10.0,9.0,9.0,9.0,10.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,,,2006
Geelong,2.0,1.0,3.0,6.0,7.0,11.0,9.0,11.0,12.0,13.0,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,,,2006
Hawthorn,8.0,10.0,5.0,4.0,5.0,5.0,6.0,9.0,11.0,11.0,13.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,11.0,,,2006
Port Adelaide,14.0,11.0,11.0,9.0,11.0,13.0,15.0,15.0,13.0,12.0,10.0,8.0,9.0,11.0,12.0,12.0,12.0,13.0,11.0,11.0,11.0,12.0,,,2006
Brisbane Lions,15.0,13.0,14.0,14.0,16.0,16.0,14.0,12.0,10.0,10.0,12.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,,,2006
Kangaroos,3.0,12.0,13.0,15.0,15.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,13.0,13.0,14.0,14.0,,,2006
Essendon,5.0,5.0,10.0,10.0,13.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,15.0,15.0,15.0,15.0,,,2006
Carlton,6.0,6.0,9.0,11.0,14.0,15.0,12.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,15.0,16.0,16.0,16.0,16.0,,,2006
Adelaide,9.0,9.0,4.0,3.0,5.0,4.0,8.0,8.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,2005
West Coast,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2005
Sydney,1.0,5.0,5.0,8.0,10.0,12.0,10.0,10.0,6.0,9.0,6.0,6.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,,,2005
